time,co2,site,lat,lon
2010-08-01,388.78,YON2028,24.4667,123.0106
2010-09-01,388.18,YON2028,24.4667,123.0106
2010-10-01,390.67,YON2028,24.4667,123.0106
2010-11-01,392.42,YON2028,24.4667,123.0106
2010-12-01,395.34,YON2028,24.4667,123.0106
2011-01-01,396.32,YON2028,24.4667,123.0106
2011-02-01,397.78,YON2028,24.4667,123.0106
2011-03-01,398.45,YON2028,24.4667,123.0106
2011-04-01,398.57,YON2028,24.4667,123.0106
2011-05-01,397.04,YON2028,24.4667,123.0106
2011-06-01,394.0,YON2028,24.4667,123.0106
2011-07-01,392.25,YON2028,24.4667,123.0106
2011-08-01,390.76,YON2028,24.4667,123.0106
2011-09-01,387.93,YON2028,24.4667,123.0106
2011-10-01,392.24,YON2028,24.4667,123.0106
2011-11-01,394.06,YON2028,24.4667,123.0106
2011-12-01,396.33,YON2028,24.4667,123.0106
2012-01-01,399.75,YON2028,24.4667,123.0106
2012-02-01,399.56,YON2028,24.4667,123.0106
2012-03-01,399.71,YON2028,24.4667,123.0106
2012-04-01,399.7,YON2028,24.4667,123.0106
2012-05-01,399.75,YON2028,24.4667,123.0106
2012-06-01,395.1,YON2028,24.4667,123.0106
2012-07-01,394.46,YON2028,24.4667,123.0106
2012-08-01,392.76,YON2028,24.4667,123.0106
2012-09-01,392.0,YON2028,24.4667,123.0106
2012-10-01,395.44,YON2028,24.4667,123.0106
2012-11-01,399.36,YON2028,24.4667,123.0106
2012-12-01,399.6,YON2028,24.4667,123.0106
2013-01-01,400.89,YON2028,24.4667,123.0106
2013-02-01,401.44,YON2028,24.4667,123.0106
2013-03-01,402.15,YON2028,24.4667,123.0106
2013-04-01,403.74,YON2028,24.4667,123.0106
2013-05-01,401.86,YON2028,24.4667,123.0106
2013-06-01,399.47,YON2028,24.4667,123.0106
2013-07-01,397.69,YON2028,24.4667,123.0106
2013-08-01,395.85,YON2028,24.4667,123.0106
2013-09-01,392.67,YON2028,24.4667,123.0106
2013-10-01,397.35,YON2028,24.4667,123.0106
2013-11-01,400.88,YON2028,24.4667,123.0106
2013-12-01,402.47,YON2028,24.4667,123.0106
2014-01-01,402.34,YON2028,24.4667,123.0106
2014-02-01,403.5,YON2028,24.4667,123.0106
2014-03-01,405.06,YON2028,24.4667,123.0106
2014-04-01,406.18,YON2028,24.4667,123.0106
2014-05-01,405.32,YON2028,24.4667,123.0106
2014-06-01,400.93,YON2028,24.4667,123.0106
2014-07-01,399.41,YON2028,24.4667,123.0106
2014-08-01,398.0,YON2028,24.4667,123.0106
2014-09-01,397.28,YON2028,24.4667,123.0106
2014-10-01,399.59,YON2028,24.4667,123.0106
2014-11-01,401.06,YON2028,24.4667,123.0106
2014-12-01,405.15,YON2028,24.4667,123.0106
2015-01-01,405.37,YON2028,24.4667,123.0106
2015-02-01,406.33,YON2028,24.4667,123.0106
2015-03-01,406.1,YON2028,24.4667,123.0106
2015-04-01,406.7,YON2028,24.4667,123.0106
2015-05-01,406.22,YON2028,24.4667,123.0106
2015-06-01,403.2,YON2028,24.4667,123.0106
2015-07-01,400.75,YON2028,24.4667,123.0106
2015-08-01,400.66,YON2028,24.4667,123.0106
2015-09-01,396.88,YON2028,24.4667,123.0106
2015-11-01,405.04,YON2028,24.4667,123.0106
2015-12-01,407.71,YON2028,24.4667,123.0106
2016-01-01,409.84,YON2028,24.4667,123.0106
2016-02-01,409.25,YON2028,24.4667,123.0106
2016-03-01,410.55,YON2028,24.4667,123.0106
2016-04-01,411.23,YON2028,24.4667,123.0106
2016-05-01,409.12,YON2028,24.4667,123.0106
2016-06-01,406.9,YON2028,24.4667,123.0106
2016-07-01,405.41,YON2028,24.4667,123.0106
2016-08-01,401.84,YON2028,24.4667,123.0106
2016-09-01,401.51,YON2028,24.4667,123.0106
2016-10-01,404.27,YON2028,24.4667,123.0106
2016-11-01,408.26,YON2028,24.4667,123.0106
2016-12-01,409.7,YON2028,24.4667,123.0106
